location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Kammagondahalli,7,3,110,2700,6,4074.074074
Kammagondahalli,2,2,55,1347,3,4083.147736
Kammanahalli,5,1,140,2845,5,4920.913884
Kammanahalli,1,0,59,700,1,8428.571429
Kammanahalli,2,2,80,1200,2,6666.666667
Kammanahalli,2,1,60,1100,2,5454.545455
Kammanahalli,1,1,81,1200,2,6750
Kammanahalli,4,2,200,2900,4,6896.551724
Kammanahalli,3,2,80,1200,2,6666.666667
Kammasandra,3,2,65,1595,3,4075.23511
Kammasandra,2,2,24.5,810,2,3024.691358
Kammasandra,1,0,18.41,657.5,1,2800
Kammasandra,2,2,32,1156,2,2768.16609
Kammasandra,2,1,24,870,2,2758.62069
Kammasandra,2,0,23.45,1018,2,2303.536346
Kammasandra,2,1,31.5,990,2,3181.818182
Kammasandra,2,0,25,930,2,2688.172043
Kammasandra,2,2,25.79,992,2,2599.798387
Kammasandra,1,2,25.75,1030,2,2500
Kammasandra,2,2,37,1015,2,3645.320197
Kammasandra,2,1,31.99,1080,2,2962.037037
Kammasandra,2,2,60,1415,2,4240.282686
Kammasandra,2,1,35,1057,2,3311.258278
Kammasandra,2,2,25.53,982,2,2599.796334
Kammasandra,2,1,40.5,985,2,4111.675127
Kammasandra,2,2,35,940,2,3723.404255
Kammasandra,1,1,18.5,610,1,3032.786885
Kanaka Nagar,3,1,215,2479.13,3,8672.397172
Kanaka Nagar,3,0,99,1365,3,7252.747253
Kanaka Nagar,4,1,160,2274.24,3,7035.317293
Kanaka Nagar,4,2,90,1600,4,5625
Kanakapura,3,3,75,1419,3,5285.412262
Kanakapura,1,1,36,711,1,5063.291139
Kanakapura,1,1,38,711,1,5344.585091
Kanakapura,2,1,46,929,2,4951.560818
Kanakapura,1,1,30,551,1,5444.646098
Kanakapura,2,1,42.83,1020,2,4199.019608
Kanakapura,3,3,97,1699,3,5709.24073
Kanakapura,2,1,45.2,1130,2,4000
Kanakapura,3,1,75,1476,3,5081.300813
Kanakapura,2,2,64,1295,2,4942.084942
Kanakapura,2,1,46.39,1160,2,3999.137931
Kanakapura,2,2,55,1277,2,4306.96946
Kanakapura,2,1,59,1151,2,5125.977411
Kanakapura,2,1,47,945,2,4973.544974
Kanakapura,2,2,70,1254,3,5582.137161
Kanakapura,3,1,121,2200,3,5500
Kanakapura,2,2,65,1340,2,4850.746269
Kanakapura,3,1,75,1450,3,5172.413793
Kanakapura,2,1,45.2,1130,2,4000
Kanakapura,2,2,68,1283,2,5300.077942
Kanakapura,4,0,120,2130,4,5633.802817
Kanakapura,1,1,50,938,1,5330.490405
Kanakapura,1,0,35.475,825,1,4300
Kanakapura,2,1,70,1489,3,4701.141706
Kanakapura,2,1,69.5,1477,3,4705.484089
Kanakpura Road,2,1,36,700,2,5142.857143
Kanakpura Road,3,2,88,1665,3,5285.285285
Kanakpura Road,2,1,57,950,2,6000
Kanakpura Road,4,1,110,2250,4,4888.888889
Kanakpura Road,1,1,26,525,1,4952.380952
Kanakpura Road,1,1,27.25,525,1,5190.47619
Kanakpura Road,2,1,58,1100,3,5272.727273
Kanakpura Road,1,1,30,525,1,5714.285714
Kanakpura Road,2,3,75,1339,2,5601.194922
Kanakpura Road,3,2,58,1100,3,5272.727273
Kanakpura Road,1,1,26,525,1,4952.380952
Kanakpura Road,3,2,95.84,1843,3,5200.217037
Kanakpura Road,2,3,74,1290,2,5736.434109
Kanakpura Road,3,2,86.58,1665,3,5200
Kanakpura Road,2,3,85,1542,3,5512.32166
Kanakpura Road,2,3,69,1300,3,5307.692308
Kanakpura Road,2,2,90,1495,2,6020.06689
Kanakpura Road,3,1.584375738,92,1560,3,5897.435897
Kanakpura Road,2,2,75,1420,3,5281.690141
Kanakpura Road,1,0,36.29,825,1,4398.787879
Kanakpura Road,2,1,50.6,983,2,5147.50763
Kanakpura Road,3,2,95.84,1843,3,5200.217037
Kanakpura Road,3,2,97,1500,3,6466.666667
Kanakpura Road,3,1,76.85,1366,2,5625.915081
Kanakpura Road,1,1,25,525,1,4761.904762
Kanakpura Road,3,2,136,2265,3,6004.415011
Kanakpura Road,3,2,130,2200,3,5909.090909
Kanakpura Road,1,1,30,525,1,5714.285714
Kanakpura Road,2,2,56.74,1051,2,5398.667935
Kanakpura Road,1,1,30,525,1,5714.285714
Kanakpura Road,3,2,69,1300,3,5307.692308
Kanakpura Road,2,1,40,700,2,5714.285714
Kanakpura Road,1,0,19.695,458,1,4300.218341
Kanakpura Road,3,3,88,1700,3,5176.470588
Kanakpura Road,3,1,165,2775,4,5945.945946
Kanakpura Road,3,1,99,1900,3,5210.526316
Kanakpura Road,2,3,80,1290,2,6201.550388
Kanakpura Road,3,2,113,1868,3,6049.250535
Kanakpura Road,2,1,83,1366,2,6076.1347
Kanakpura Road,2,1,40,700,2,5714.285714
Kanakpura Road,2,2,71.5,1339,2,5339.805825
Kanakpura Road,1,1,35,670,1,5223.880597
Kanakpura Road,1,1,30,525,1,5714.285714
Kanakpura Road,3,2,95,1498,3,6341.789052
Kanakpura Road,3,2,86.91,1665,3,5219.81982
Kanakpura Road,3,2,86.58,1665,3,5200
Kanakpura Road,1,1,38.44,712,1,5398.876404
Kanakpura Road,2,3,95,1507,3,6303.915063
Kanakpura Road,2,2,85,1339,2,6348.020911
Kanakpura Road,1,1,27,525,1,5142.857143
Kanakpura Road,1,1,27.5,525,1,5238.095238
Kanakpura Road,1,1,26.25,525,1,5000
Kanakpura Road,1,1,26,525,1,4952.380952
Kanakpura Road,2,1,59,1050,3,5619.047619
Kanakpura Road,3,3,90,1600,3,5625
Kanakpura Road,3,2,56.57,1100,3,5142.727273
Kanakpura Road,3,2,96.2,1843,3,5219.750407
Kanakpura Road,2,2,65,1240,2,5241.935484
Kanakpura Road,2,1,41,700,2,5857.142857
Kanakpura Road,1,1,41,700,2,5857.142857
Kanakpura Road,3,1,58,1100,3,5272.727273
Kanakpura Road,2,1,65,1140,2,5701.754386
Kanakpura Road,2,1,40,700,2,5714.285714
Kanakpura Road,1,1,26.01,525,1,4954.285714
Kanakpura Road,2,3,70,1322,2,5295.007564
Kanakpura Road,2,1,105,1698,2,6183.745583
Kanakpura Road,3,2,69,1300,3,5307.692308
Kanakpura Road,3,1,69,1300,3,5307.692308
Kanakpura Road,2,1,63,1167,2,5398.457584
Kanakpura Road,3,1,69,1300,3,5307.692308
Kanakpura Road,2,2,78,1430,2,5454.545455
Kanakpura Road,2,1,36,700,2,5142.857143
Kanakpura Road,3,2,58,1100,3,5272.727273
Kanakpura Road,2,3,69,1300,3,5307.692308
Kanakpura Road,3,3,105,2000,3,5250
Kanakpura Road,2,0,62,1200,2,5166.666667
Kanakpura Road,3,2,95,1843,3,5154.639175
Kanakpura Road,2,1,46.29,900,2,5143.333333
Kanakpura Road,1,1,37.32,850,1,4390.588235
Kanakpura Road,1,1,30,525,1,5714.285714
Kanakpura Road,3,3,105,1938,3,5417.956656
Kanakpura Road,3,2,96.2,1843,3,5219.750407
Kanakpura Road,1,1,26,525,1,4952.380952
Kanakpura Road,2,2,36,700,2,5142.857143
Kanakpura Road,3,1.584375738,95,1622,3,5856.966708
Kannamangala,2,1,58,957,2,6060.606061
Kannamangala,2,1,56,957,2,5851.619645
Kannamangala,4,0,200,3000,4,6666.666667
Kannamangala,3,1,89,1536,3,5794.270833
Kannamangala,4,1,130,2400,4,5416.666667
Kannamangala,3,1,93.34,1574,3,5930.114358
Kannamangala,2,0,52.5,957,2,5485.893417
Kannamangala,3,1,104,1536,3,6770.833333
Kannamangala,2,2,54.5,957,2,5694.879833
Kannamangala,4,3,135,2422,4,5573.905863
Kannamangala,2,1,55,957,2,5747.126437
Kannamangala,2,2,56,957,2,5851.619645
Karuna Nagar,3,2,180,2500,3,7200
Karuna Nagar,3,2,190,2500,3,7600
Karuna Nagar,3,2,175,1962,3,8919.469929
Karuna Nagar,2,1,65,1057,2,6149.479659
Karuna Nagar,2,1,98,1354,3,7237.813885
Karuna Nagar,3,3,115,1945,3,5912.596401
Karuna Nagar,3,2,165,1960,3,8418.367347
Kasavanhalli,2,2,58.06,1060,2,5477.358491
Kasavanhalli,3,1,105,1563.05,3,6717.635392
Kasavanhalli,3,3,99,1717,3,5765.870705
Kasavanhalli,4,1,240,3260,4,7361.96319
Kasavanhalli,2,2,78,1349,2,5782.060786
Kasavanhalli,2,2,78,1121,2,6958.073149
Kasavanhalli,2,1,50,1100,2,4545.454545
Kasavanhalli,2,1,78,1200,2,6500
Kasavanhalli,3,0,89,1476,3,6029.810298
Kasavanhalli,2,2,50,1200,2,4166.666667
Kasavanhalli,3,2,116,1719,3,6748.109366
Kasavanhalli,2,2,50,1115,2,4484.304933
Kasavanhalli,2,1,61.2,1125,2,5440
Kasavanhalli,3,2,151,2170,3,6958.525346
Kasavanhalli,3,1,95,1476,3,6436.314363
Kasavanhalli,2,1,50.3,1200,2,4191.666667
Kasavanhalli,3,2,123,1787,3,6883.044208
Kasavanhalli,2,2,59.8,1090,2,5486.238532
Kasavanhalli,3,2,104,1691,3,6150.206978
Kasavanhalli,4,3,272,4260,4,6384.976526
Kasavanhalli,4,3,120,2111,3,5684.509711
Kasavanhalli,2,1,39,950,2,4105.263158
Kasavanhalli,2,2,42,1105,2,3800.904977
Kasavanhalli,1,1,43.82,770,1,5690.909091
Kasavanhalli,2,1,60,1147,2,5231.037489
Kasavanhalli,2,2,72,1375,2,5236.363636
Kasavanhalli,2,2,60,1200,2,5000
Kasavanhalli,4,2,333,4260,4,7816.901408
Kasavanhalli,2,2,83,1495,2,5551.839465
Kasavanhalli,4,2,325,4000,4,8125
Kasavanhalli,2,1,69,1225,3,5632.653061
Kasavanhalli,3,2,132,1917,3,6885.758998
Kasavanhalli,2,1,78,1375,2,5672.727273
Kasavanhalli,4,2,344,4408,4,7803.99274
Kasavanhalli,2,2,95,1309,2,7257.448434
Kasavanhalli,3,0,105,1476,3,7113.821138
Kasavanhalli,2,2,67,1158,2,5785.837651
Kasavanhalli,2,3,67,1214,2,5518.945634
Kasavanhalli,4,3,120,2110,3,5687.203791
Kasavanhalli,2,2,110,1495,2,7357.859532
Kasavanhalli,2,3,85,1575,2,5396.825397
Kasavanhalli,2,2,55,1069,2,5144.995323
Kasavanhalli,2,1,68,1100,2,6181.818182
Kasavanhalli,3,3,112,1715,3,6530.612245
Kasavanhalli,2,1,65,1100,2,5909.090909
Kasavanhalli,2,2,66.25,1230,2,5386.178862
Kasavanhalli,2,2,90,1585,2,5678.233438
Kasavanhalli,2,2,80,1245,2,6425.702811
Kasavanhalli,3,2,142,2035,3,6977.886978
Kasavanhalli,3,1,110,1747,3,6296.5083
Kasavanhalli,2,2,80,1377,2,5809.7313
Kasavanhalli,2,1,61,1181,2,5165.11431
Kasavanhalli,2,2,75,1121,2,6690.454951
Kashi Nagar,2,2,50,1200,2,4166.666667
Kasturi Nagar,3,1.584375738,125,1925,3,6493.506494
Kasturi Nagar,2,2,92,1567,2,5871.091257
Kasturi Nagar,3,2,88.5,1565,3,5654.952077
Kasturi Nagar,2,2,65,1101,2,5903.723887
Kasturi Nagar,3,1,125,1896,4,6592.827004
Kasturi Nagar,2,0,58,1000,2,5800
Kasturi Nagar,2,2,66,1101,2,5994.550409
Kasturi Nagar,4,2,155,2507,4,6182.688472
Kathriguppe,2,2,77,1400,3,5500
Kathriguppe,2,1,68.75,1250,3,5500
Kathriguppe,2,2,68.48,1245,3,5500.401606
Kathriguppe,2,1,87.01,1350,3,6445.185185
Kathriguppe,2,2,80.99,1350,3,5999.259259
Kathriguppe,2,2,75.08,1365,3,5500.3663
Kathriguppe,3,2,77.99,1300,3,5999.230769
Kathriguppe,2,1,80.99,1350,3,5999.259259
Kathriguppe,2,2,76.45,1390,3,5500
Kathriguppe,3,3,78.3,1350,3,5800
Kathriguppe,2,2,68.75,1250,3,5500
Kathriguppe,3,2,77.99,1300,3,5999.230769
Kathriguppe,2,3,73.43,1335,3,5500.374532
Kathriguppe,3,2,77.99,1300,3,5999.230769
Kathriguppe,3,3,77.99,1300,3,5999.230769
Kathriguppe,2,2,73.43,1335,3,5500.374532
Kathriguppe,3,2,80.99,1350,3,5999.259259
Kathriguppe,2,1,68.75,1250,2,5500
Kathriguppe,3,2,80.99,1350,3,5999.259259
Kattigenahalli,7,1.584375738,140,4100,7,3414.634146
Kattigenahalli,7,2,125,2800,7,4464.285714
Kattigenahalli,2,2,47,1062,2,4425.612053
Kattigenahalli,1,0,70,1200,2,5833.333333
Kaval Byrasandra,2,2,52,1200,2,4333.333333
Kaval Byrasandra,2,1,52,1020,2,5098.039216
Kaval Byrasandra,2,1,49.5,1200,2,4125
Kaval Byrasandra,2,2,50,945,2,5291.005291
Kaval Byrasandra,2,2,45,1060,2,4245.283019
Kaval Byrasandra,2,1,46,1100,2,4181.818182
Kaval Byrasandra,2,1,49,1185,2,4135.021097
Kaval Byrasandra,2,3,53,997,2,5315.947844
Kaval Byrasandra,2,2,42,1060,2,3962.264151
Kaval Byrasandra,1,1,25,480,1,5208.333333
Kaval Byrasandra,2,1,41.5,1125,2,3688.888889
Kaval Byrasandra,2,2,60,1180,2,5084.745763
Kaval Byrasandra,3,2,75,1450,3,5172.413793
Kaval Byrasandra,2,3,55,1066,2,5159.474672
Kaval Byrasandra,2,1,60,1025,2,5853.658537
Kaval Byrasandra,3,2,75,1400,3,5357.142857
Kaverappa Layout,2,2,68,1269.72,2,5355.511451
Kaverappa Layout,2,3,70,1265,2,5533.596838
Kaverappa Layout,2,1,59,1012,2,5830.039526
Kaverappa Layout,2,1,68,1250,2,5440
Kaverappa Layout,3,3,85,1540,3,5519.480519
Kaverappa Layout,2,1,65,1220,2,5327.868852
Kaverappa Layout,4,2,215,3535,4,6082.036775
Kaveri Nagar,3,3,155,1900,3,8157.894737
Kempapura,5,2,225,4200,5,5357.142857
Kenchenahalli,2,2,58,1015,2,5714.285714
Kenchenahalli,2,2,58,1150,2,5043.478261
Kenchenahalli,2,2,69,1280,3,5390.625
Kenchenahalli,2,2,73,1410,3,5177.304965
Kenchenahalli,1,1,45,870,2,5172.413793
Kenchenahalli,2,2,60,1150,2,5217.391304
Kenchenahalli,1,1,35,700,1,5000
Kenchenahalli,2,2,52,1060,2,4905.660377
Kenchenahalli,2,2,57,1150,2,4956.521739
Kenchenahalli,3,1.584375738,100,1720,3,5813.953488
Kengeri,2,1,38,750,2,5066.666667
Kengeri,2,0,58,1200,2,4833.333333
Kengeri,2,2,57,1025,2,5560.97561
Kengeri,2,1,49,1082,3,4528.650647
Kengeri,2,1,36,750,2,4800
Kengeri,2,1,35,726,2,4820.936639
Kengeri,1,1,19.5,416,1,4687.5
Kengeri,2,2,45,900,2,5000
Kengeri,1,1,25,502,1,4980.079681
Kengeri,3,1,67,1200,3,5583.333333
Kengeri,1,1,17,500,1,3400
Kengeri,1,1,22.5,540,1,4166.666667
Kengeri,2,1,35.5,750,2,4733.333333
Kengeri,3,2,80,1741,3,4595.06031
Kengeri,2,0,58,1200,2,4833.333333
Kengeri,2,1,36.5,750,2,4866.666667
Kengeri,1,1,18,416,1,4326.923077
Kengeri,2,0,49,883,2,5549.263873
Kengeri,2,2,51,1052,2,4847.908745
Kengeri,2,2,63,1220,2,5163.934426
Kengeri,1,0,52,1150,1,4521.73913
Kengeri,2,2,53.5,1192,2,4488.255034
Kengeri,2,1,40,750,2,5333.333333
Kengeri,1,1,35,600,1,5833.333333
Kengeri,2,1,51.5,1035,2,4975.845411
Kengeri,5,1.584375738,130,3000,8,4333.333333
Kengeri,1,1,15,410,1,3658.536585
Kengeri,1,1,17.19,416,1,4132.211538
Kengeri,4,3,100,2500,5,4000
Kengeri Hobli,2,0,42,1082,3,3881.700555
Kengeri Hobli,1,0,95,1840,2,5163.043478
Kengeri Satellite Town,2,1,35,890,2,3932.58427
Kengeri Satellite Town,2,1,45,883,2,5096.262741
Kengeri Satellite Town,2,3,66,1415,3,4664.310954
Kengeri Satellite Town,1,1,30,930,1,3225.806452
Kengeri Satellite Town,2,1.584375738,78,1635,3,4770.642202
Kengeri Satellite Town,2,2,43,1050,2,4095.238095
Kengeri Satellite Town,2,3,42,1007,2,4170.804369
Kengeri Satellite Town,2,1,26,818,2,3178.484108
Kengeri Satellite Town,2,2,50,1030,2,4854.368932
Kengeri Satellite Town,2,2,32,795,2,4025.157233
Kengeri Satellite Town,2,0,44.285,1302.5,2,3400
Kengeri Satellite Town,2,1,40,800,2,5000
Kengeri Satellite Town,1,1,22,654,1,3363.914373
Kengeri Satellite Town,2,3,42,1060,2,3962.264151
Kengeri Satellite Town,2,1,33,750,2,4400
Kengeri Satellite Town,2,3,39,920,2,4239.130435
Kengeri Satellite Town,2,2,42,985,2,4263.959391
Kengeri Satellite Town,1,1,15,410,1,3658.536585
Kengeri Satellite Town,2,2,49,1120,2,4375
Kengeri Satellite Town,2,1,43,1110,2,3873.873874
Kengeri Satellite Town,2,3,50,1170,2,4273.504274
Kengeri Satellite Town,2,0,25,777.4,2,3215.847697
Kengeri Satellite Town,2,1,32,800,2,4000
Kereguddadahalli,2,1,32,950,2,3368.421053
Kereguddadahalli,2,2,48,1400,3,3428.571429
Kereguddadahalli,2,2,28,800,2,3500
Kereguddadahalli,2,1,30,904,2,3318.584071
Kereguddadahalli,2,2,30,1000,2,3000
Kereguddadahalli,3,2,41,1240,3,3306.451613
Kereguddadahalli,1,1,19.5,600,1,3250
Kereguddadahalli,2,2,32,1080,2,2962.962963
Kereguddadahalli,2,1,34,1000,2,3400
Kereguddadahalli,2,1,35,1015,2,3448.275862
Keshava Nagar,3,3,165,1839,3,8972.267537
Keshava Nagar,3,3,155,1904,3,8140.756303
Keshava Nagar,2,2,125,1517,2,8239.947264
Keshava Nagar,3,3,160,1839,3,8700.380642
Kirloskar Layout,4,2,89,2400,4,3708.333333
Kithaganur,3,1,70,1200,3,5833.333333
Kodathi,2,2,27,850,2,3176.470588
Kodathi,2,1,22.8,829,2,2750.301568
Kodbisanhalli,3,1,184,1976,3,9311.740891
Kodbisanhalli,2,1,59,1012,2,5830.039526
Kodbisanhalli,2,2,59,1012,2,5830.039526
Kodbisanhalli,3,2,75,1480,3,5067.567568
Kodbisanhalli,3,2,70,1430,3,4895.104895
Kodbisanhalli,1,3,60,1245,2,4819.277108
Kodbisanhalli,2,1,62,1012,2,6126.482213
Kodichikkanahalli,2,2,57,1190,3,4789.915966
Kodichikkanahalli,2,1,41,995,2,4120.603015
Kodichikkanahalli,2,2,75,1495,3,5016.722408
Kodichikkanahalli,2,1,52,1125,2,4622.222222
Kodichikkanahalli,2,3,48,1150,2,4173.913043
Kodichikkanahalli,2,3,43,1070,2,4018.691589
Kodichikkanahalli,2,2,85,1620,3,5246.91358
Kodichikkanahalli,2,1,45,1026,2,4385.964912
Kodichikkanahalli,1,1,18,450,1,4000
Kodichikkanahalli,2,2,38.5,907,2,4244.762955
Kodichikkanahalli,2,2,57,1181,2,4826.41829
Kodichikkanahalli,2,1,42,900,2,4666.666667
Kodichikkanahalli,3,3,66,1400,3,4714.285714
Kodichikkanahalli,2,1,50,976,2,5122.95082
Kodichikkanahalli,4,2,125,2700,5,4629.62963
Kodichikkanahalli,2,3,58,1299,2,4464.973056
Kodigehaali,2,2,55,1166,2,4716.981132
Kodigehaali,3,0,65,1320,3,4924.242424
Kodigehaali,2,2,56,1117,2,5013.428827
Kodigehaali,2,1,55,1200,2,4583.333333
Kodigehaali,2,2,60,1200,2,5000
Kodigehaali,2,1,51,1013,2,5034.550839
Kodigehaali,3,2,65,1324,3,4909.365559
Kodigehaali,2,1,38,965,2,3937.823834
Kodigehaali,2,2,32,866,2,3695.150115
Kodigehaali,3,2,80,1442,3,5547.850208
Kodigehalli,2,1,98,1270,2,7716.535433
Kodigehalli,1,1,53,655,1,8091.603053
Kodigehalli,3,2,150,1820,3,8241.758242
Kodihalli,5,3,335,3252,4,10301.35301
Kodihalli,4,1,270,2700,3,10000
Kodihalli,4,2,260,2392,3,10869.56522
Kodihalli,4,2,260,2408,3,10797.34219
Kodihalli,4,1,260,2500,3,10400
Kodihalli,3,2,130,1620,3,8024.691358
Kodihalli,5,3,388,3260,4,11901.84049
Kodihalli,5,2,335,3197,4,10478.57366
Kodihalli,2,1,150,1490,2,10067.11409
Kodipalya,4,0,88,1440,4,6111.111111
Kogilu,3,2,88,1909,3,4609.743321
Kogilu,2,1,51.99,1170,2,4443.589744
Kogilu,2,1,50.66,1140,2,4443.859649
Kogilu,2,1,53.33,1200,2,4444.166667
Kogilu,1,0,36,540,1,6666.666667
Kogilu,2,2,50.66,1190,2,4257.142857
Kogilu,2,2,50.66,1140,2,4443.859649
Kogilu,3,2,120,1559,3,7697.241822
Kogilu,1,1,30.84,700,1,4405.714286
Kogilu,2,1,55.55,1250,2,4444
Kogilu,2,1,53.33,1200,2,4444.166667
Kogilu,2,2,49,952,2,5147.058824
Kogilu,1,1,30.84,700,1,4405.714286
Kogilu,2,1,55.55,1250,2,4444
Kogilu,7,2,85,2456,7,3460.912052
Kogilu,2,2,50.66,1140,2,4443.859649
Kogilu,2,2,50.66,1140,2,4443.859649
Konanakunte,3,1,223,2791,3,7989.967753
Konanakunte,1,0,58,884,2,6561.085973
Konanakunte,2,1,73,1400,3,5214.285714
Konanakunte,4,3,160,3000,4,5333.333333
Konanakunte,2,3,180,2400,3,7500
Konanakunte,2,2,85,1423,3,5973.295854
Konanakunte Cross,1,1,180,3040,2,5921.052632
Konanakunte Cross,2,2,47,1165,2,4034.334764
Konanakunte Cross,2,2,35,1050,2,3333.333333
Konena Agrahara,2,1,57,1075,2,5302.325581
Konena Agrahara,2,1,50,1000,2,5000
Koramangala,2,1,165,1320,2,12500
Koramangala,2,1,102,1253,2,8140.462889
Koramangala,3,2,160,1580,3,10126.58228
Koramangala,5,2,425,3500,4,12142.85714
Koramangala,1,1,110,1005,2,10945.27363
Koramangala,4,1,275,2292,3,11998.2548
Koramangala,2,3,100,1290,2,7751.937984
Koramangala,2,3,110,1300,2,8461.538462
Koramangala,2,2,119,1325,2,8981.132075
Koramangala,2,1,75.2,1140,2,6596.491228
Koramangala,2,3,100,1260,2,7936.507937
Koramangala,3,1.584375738,210,1975,3,10632.91139
Koramangala,2,1,200,1900,2,10526.31579
Koramangala,3,2,286,2292,3,12478.18499
Koramangala,3,3,290,2300,3,12608.69565
Koramangala,2,1,150,1320,2,11363.63636
Koramangala,2,2,110,1320,2,8333.333333
Koramangala,4,1.584375738,775,5985,4,12949.03926
Koramangala,3,0,300,2246,3,13357.07925
Koramangala,2,1,100,1083,2,9233.610342
Koramangala,3,1,200,1744,3,11467.88991
Koramangala,2,1,128,1180,2,10847.45763
Koramangala,2,1,160,1320,2,12121.21212
Koramangala,2,2,125,1370,2,9124.087591
Koramangala,2,2,85,1100,2,7727.272727
Koramangala,2,1,165,1249,2,13210.56845
Koramangala,2,2,100,1200,2,8333.333333
Koramangala,3,2,300,2223,3,13495.27665
Koramangala,4,1,210,1744,3,12041.2844
Koramangala,4,2,245,1866,3,13129.68917
Koramangala,2,1,160,1320,2,12121.21212
Koramangala,2,2,103,1350,2,7629.62963
Koramangala,4,0,625,6000,4,10416.66667
Koramangala,2,1,160,1320,2,12121.21212
Koramangala,3,2,210,1710,3,12280.70175
Koramangala,2,2,95,1355,2,7011.070111
Koramangala,3,1,170,1600,3,10625
Koramangala,2,1,100,1260,2,7936.507937
Koramangala Industrial Layout,5,1.584375738,600,5000,4,12000
Kothannur,2,1,48.23,1206,2,3999.170813
Kothannur,2,2,40,1100,2,3636.363636
Kothannur,2,1,47.88,1197,2,4000
Kothannur,2,1,47.8,1197,2,3993.316625
Kothannur,2,1,42.79,1070,2,3999.065421
Kothannur,2,2,38.6,1070,2,3607.476636
Kothannur,2,2,59.4,1485,3,4000
Kothannur,2,3,48.6,1215,3,4000
Kothannur,2,1,56.15,1404,3,3999.287749
Kothanur,2,1,51,1200,2,4250
Kothanur,2,1,150,2400,3,6250
Kothanur,3,1.584375738,110,1828,3,6017.50547
Kothanur,2,2,58,1186,2,4890.387858
Kothanur,3,2,105,1847,3,5684.894423
Kothanur,5,2,550,9600,5,5729.166667
Kothanur,3,3,70,1435,3,4878.04878
Kothanur,2,2,58,1187,2,4886.267902
Kothanur,3,2,110,1847,3,5955.603682
Kothanur,3,3,71,1460,3,4863.013699
Kothanur,2,2,59,1185,2,4978.902954
Kothanur,3,3,70,1436,3,4874.651811
Kothanur,3,3,71,1462,3,4856.361149
Kothanur,3,2,105,1790,3,5865.921788
Kothanur,2,1,45.5,1070,2,4252.336449
Kothanur,2,2,56,1145,2,4890.829694
Kothanur,5,1.584375738,230,3401,4,6762.716848
Kothanur,2,1.584375738,69,1455,2,4742.268041
Kothanur,1,1,30,627,1,4784.688995
Kothanur,2,1,68.5,1302,2,5261.136713
Kothanur,3,1.584375738,111,1760,3,6306.818182
Kothanur,2,2,58,1185,2,4894.514768
Kothanur,1,0,75,1500,1,5000
Kothanur,2,2,53,1075,2,4930.232558
Kothanur,3,0,97,1790,3,5418.994413
Kothanur,4,2,175,2700,4,6481.481481
Kothanur,2,2,106,1786,3,5935.050392
Kothanur,3,2,107,1787,3,5987.688864
Kothanur,2,2,54,1141,2,4732.690622
Kothanur,3,1.584375738,110,1760,3,6250
Kothanur,2,2,57,1160,2,4913.793103
Kothanur,2,2,55,1095,2,5022.83105
Kothanur,2,2,56,1142,2,4903.677758
Kothanur,2,2,54,1074,2,5027.932961
Kothanur,2,1,60,1285,2,4669.2607
Kothanur,2,2,53,1075,2,4930.232558
Kothanur,2,2,56,1140,2,4912.280702
Kothanur,2,1,70,1400,2,5000
Kothanur,2,2,56,1140,2,4912.280702
Kothanur,3,2,120,1787,3,6715.165081
Kothanur,2,2,59,1185,2,4978.902954
Kothanur,3,2,105,1790,3,5865.921788
Kothanur,2,2,55,1130,2,4867.256637
Kothanur,2,2,54,1094,2,4936.014625
Kothanur,3,2,80,1170,3,6837.606838
Kothanur,2,2,65,1400,2,4642.857143
Kothanur,2,2,59,1195,2,4937.238494
Kothanur,3,2,120,1790,3,6703.910615
Kothanur,3,3,71.5,1454,3,4917.469051
Kothnoor Dinne,2,2,38,1100,2,3454.545455
Krishna Reddy Layout,3,1.584375738,285,2180,3,13073.3945
Krishna Reddy Layout,3,3,273,2180,3,12522.93578
Kudlu,2,1,53.5,1152,2,4644.097222
Kudlu,2,2,43,1027,2,4186.952288
Kudlu,2,2,44,1092,2,4029.304029
Kudlu,2,2,43,1027,2,4186.952288
Kudlu,2,2,44,1092,2,4029.304029
Kudlu,2,1,55,1143,2,4811.898513
Kudlu,2,2,44,1024,2,4296.875
Kudlu,3,3,79,1600,3,4937.5
Kudlu,2,2,42,1027,2,4089.581305
Kudlu,2,1,50,1076,2,4646.840149
Kudlu,2,2,44,1027,2,4284.323272
Kudlu,2,1,53,1084,2,4889.298893
Kudlu,2,2,56,1300,2,4307.692308
Kudlu,2,2,44,1027,2,4284.323272
Kudlu,2,1,60,1245,3,4819.277108
Kudlu,2,1,44,1027,2,4284.323272
Kudlu,2,1,46,1110,2,4144.144144
Kudlu,3,1,114,2100,4,5428.571429
Kudlu,2,2,44,1027,2,4284.323272
Kudlu,1,1,33,720,1,4583.333333
Kudlu,2,2,44,1027,2,4284.323272
Kudlu,2,1,52,1162,2,4475.043029
Kudlu,2,1,53,1041,2,5091.258405
Kudlu Gate,3,2,83,1535,3,5407.166124
Kudlu Gate,3,2,85,1535,3,5537.459283
Kudlu Gate,3,2,86,1535,3,5602.605863
Kudlu Gate,2,1,92,1564,3,5882.352941
Kudlu Gate,2,3,55,1238,2,4442.649435
Kudlu Gate,3,2,89,1335,3,6666.666667
Kudlu Gate,1,1,52,703,1,7396.870555
Kudlu Gate,3,2,86,1535,3,5602.605863
