location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Indira Nagar,1.0,0.0,70.0,500.0,1,14000.0
Indira Nagar,2.0,2.0,168.0,1400.0,2,12000.0
Indira Nagar,4.0,2.0,525.0,2400.0,4,21875.0
Indira Nagar,2.0,2.0,100.0,1145.0,2,8733.624454148472
Indira Nagar,2.0,2.0,170.0,1470.0,2,11564.625850340137
Indira Nagar,3.0,1.5843757375501535,324.0,2700.0,3,12000.0
Indira Nagar,1.0,2.0,57.0,850.0,1,6705.882352941177
Indira Nagar,8.0,1.0,600.0,3250.0,8,18461.53846153846
Indira Nagar,4.0,1.5843757375501535,312.0,2601.0,3,11995.386389850059
Indira Nagar,2.0,2.0,100.0,1260.0,2,7936.507936507936
Indira Nagar,3.0,2.0,191.0,1740.0,3,10977.011494252874
Indira Nagar,3.0,3.0,220.0,1650.0,3,13333.333333333334
Indira Nagar,3.0,1.0,275.0,1440.0,3,19097.222222222223
Indira Nagar,2.0,2.0,171.0,1475.0,2,11593.22033898305
Indira Nagar,4.0,1.5843757375501535,440.0,3200.0,4,13750.0
Indira Nagar,4.0,1.0,700.0,4000.0,4,17500.0
Indira Nagar,1.0,2.0,60.0,850.0,1,7058.823529411765
Indira Nagar,4.0,2.0,405.0,2400.0,4,16875.0
Indira Nagar,5.0,2.0,350.0,1800.0,5,19444.444444444445
Indira Nagar,3.0,2.0,200.0,1650.0,3,12121.212121212122
Indira Nagar,4.0,3.0,365.0,2800.0,4,13035.714285714286
Indira Nagar,2.0,3.0,120.0,1260.0,2,9523.809523809523
Indira Nagar,2.0,1.0,130.0,1149.0,2,11314.186248912098
Indira Nagar,6.0,2.0,475.0,2400.0,6,19791.666666666668
Infantry Road,5.0,1.5843757375501535,680.0,4000.0,5,17000.0
Ittamadu,2.0,2.0,50.0,1080.0,2,4629.62962962963
Ittamadu,3.0,2.0,100.0,1600.0,3,6250.0
Ittamadu,3.0,0.0,95.0,1800.0,3,5277.777777777777
Ittamadu,3.0,3.0,75.0,1475.0,3,5084.745762711865
J C Nagar,2.0,0.0,108.0,1200.0,3,9000.0
JCR Layout,2.0,2.0,42.0,1180.0,2,3559.322033898305
JCR Layout,2.0,2.0,37.0,1060.0,2,3490.566037735849
JCR Layout,2.0,1.0,40.53,1160.0,2,3493.9655172413795
JP Nagar,3.0,3.0,150.0,1850.0,3,8108.108108108108
JP Nagar,2.0,1.0,35.0,1000.0,2,3500.0
JP Nagar,2.0,2.0,70.0,1100.0,2,6363.636363636364
JP Nagar,2.0,1.0,49.0,940.0,2,5212.765957446809
JP Nagar,4.0,0.0,314.5,4624.5,4,6800.735214617796
JP Nagar,2.0,2.0,45.0,1078.0,2,4174.397031539888
JP Nagar,1.0,1.0,44.0,1050.0,1,4190.476190476191
JP Nagar,2.0,0.0,93.865,1352.5,2,6940.110905730129
JP Nagar,2.0,2.0,62.0,1200.0,2,5166.666666666667
JP Nagar,2.0,1.0,90.87,1300.0,2,6990.0
JP Nagar,2.0,1.0,85.4,1315.0,3,6494.296577946768
JP Nagar,3.0,2.0,112.0,1690.0,3,6627.218934911242
JP Nagar,1.0,1.0,52.5,750.0,1,7000.0
JP Nagar,2.0,3.0,78.0,1200.0,2,6500.0
JP Nagar,2.0,1.5843757375501535,110.0,1850.0,3,5945.945945945946
JP Nagar,2.0,1.0,45.0,1100.0,2,4090.909090909091
JP Nagar,2.0,1.0,47.88,1197.0,2,4000.0
JP Nagar,4.0,1.0,160.0,2700.0,7,5925.925925925926
JP Nagar,2.0,1.0,45.0,820.0,2,5487.804878048781
JP Nagar,3.0,1.0,123.0,1750.0,3,7028.571428571428
JP Nagar,1.0,0.0,34.27,745.0,1,4600.000000000001
JP Nagar,2.0,2.0,90.0,1150.0,2,7826.086956521739
JP Nagar,3.0,1.0,138.0,1960.0,3,7040.816326530612
JP Nagar,2.0,2.0,60.0,1250.0,2,4800.0
JP Nagar,2.0,2.0,39.98,1125.0,2,3553.7777777777774
JP Nagar,3.0,3.0,196.0,2400.0,3,8166.666666666667
JP Nagar,2.0,1.0,91.65,1300.0,2,7050.0
JP Nagar,2.0,1.0,57.0,1107.0,2,5149.051490514905
JP Nagar,2.0,2.0,93.0,1250.0,2,7440.0
JP Nagar,2.0,1.0,108.0,1500.0,3,7200.0
JP Nagar,2.0,1.0,99.0,1405.0,2,7046.26334519573
JP Nagar,2.0,1.0,73.0,1157.0,2,6309.420916162489
JP Nagar,2.0,1.0,44.0,1048.0,2,4198.473282442748
"JP Nagar 7th Phase, ",2.0,1.0,74.0,1150.0,2,6434.782608695652
"JP Nagar 8th Phase, ",5.0,1.5843757375501535,250.0,5000.0,4,5000.0
Jai Bheema Nagar,2.0,2.0,70.0,1470.0,3,4761.9047619047615
Jakkasandra Extension,2.0,2.0,58.0,990.0,2,5858.585858585859
Jakkasandra Extension,2.0,1.0,70.0,1205.0,2,5809.128630705394
Jakkasandra Extension,2.0,1.0,63.0,1000.0,2,6300.0
Jakkasandra Extension,2.0,3.0,57.0,950.0,2,6000.0
Jakkur,2.0,3.0,75.0,1417.0,2,5292.87226534933
Jakkur,2.0,2.0,125.0,1590.0,3,7861.635220125786
Jakkur,2.0,1.0,77.0,1279.0,2,6020.3283815480845
Jakkur,3.0,2.0,107.0,1710.0,3,6257.309941520468
Jakkur,2.0,1.0,86.51,1396.0,3,6196.991404011461
Jakkur,3.0,1.0,124.0,1865.0,3,6648.793565683646
Jakkur,2.0,1.0,53.35,1100.0,2,4850.0
Jakkur,3.0,2.0,139.0,1760.0,3,7897.727272727273
Jakkur,2.0,1.0,100.0,1290.0,2,7751.937984496124
Jakkur,2.0,1.0,100.0,1452.19,2,6886.151261198604
Jakkur,3.0,1.0,120.0,1798.0,3,6674.082313681869
Jakkur,2.0,1.0,85.0,1300.0,2,6538.461538461538
Jakkur,4.0,0.0,260.5,3181.0,4,8189.248663942157
Jakkur,3.0,2.0,131.0,1950.0,3,6717.948717948718
Jakkur,2.0,1.0,76.0,1230.0,2,6178.861788617886
Jakkur,2.0,1.0,80.0,1290.0,2,6201.550387596899
Jakkur,3.0,2.0,110.0,1760.0,3,6250.0
Jakkur,2.0,1.0,98.0,1483.0,2,6608.226567768038
Jakkur,3.0,2.0,111.0,1650.0,3,6727.272727272727
Jakkur,4.0,3.0,160.0,2423.0,3,6603.38423442014
Jakkur,3.0,2.0,136.0,2197.0,3,6190.259444697314
Jakkur,2.0,2.0,65.0,1125.0,2,5777.777777777777
Jakkur,2.0,1.0,79.0,1230.0,2,6422.764227642277
Jakkur,2.0,1.0,79.0,1202.0,2,6572.379367720466
Jakkur,3.0,1.0,123.0,1858.0,3,6620.021528525296
Jakkur,3.0,1.0,110.0,1798.0,3,6117.908787541713
Jakkur,3.0,2.0,130.0,1785.0,3,7282.913165266106
Jakkur,2.0,2.0,60.0,1080.0,2,5555.555555555556
Jakkur,2.0,0.0,71.195,1260.0,2,5650.396825396825
Jakkur,3.0,1.0,119.0,1816.0,3,6552.863436123348
Jakkur,2.0,3.0,80.0,1424.0,2,5617.9775280898875
Jakkur,2.0,1.0,85.0,1290.0,2,6589.147286821705
Jakkur,2.0,2.0,80.0,1300.0,2,6153.846153846154
Jakkur,2.0,1.0,80.04,1290.0,2,6204.651162790698
Jakkur,2.0,1.0,72.0,1282.0,2,5616.224648985959
Jakkur,3.0,2.0,104.0,1660.0,3,6265.060240963855
Jakkur,2.0,1.0,75.0,1291.0,2,5809.450038729667
Jakkur,2.0,1.0,85.0,1473.0,2,5770.536320434488
Jakkur,3.0,2.0,104.0,1660.0,3,6265.060240963855
Jakkur,3.0,2.0,131.0,1950.0,3,6717.948717948718
Jakkur,2.0,1.0,85.0,1432.0,2,5935.754189944134
Jakkur,3.0,2.0,110.0,1710.0,3,6432.748538011696
Jakkur Plantation,3.0,3.0,105.0,1765.0,3,5949.008498583569
Jakkur Plantation,3.0,3.0,120.0,1717.0,3,6988.934187536401
Jakkur Plantation,4.0,3.0,115.0,1800.0,3,6388.888888888889
Jakkur Plantation,3.0,2.0,110.0,1719.0,3,6399.069226294358
Jakkur Plantation,2.0,3.0,87.0,1368.0,2,6359.649122807017
Jakkuru Layout,2.0,2.0,55.7,1340.0,2,4156.7164179104475
Jakkuru Layout,2.0,1.0,54.0,1200.0,2,4500.0
Jakkuru Layout,2.0,1.0,54.0,1200.0,2,4500.0
Jakkuru Layout,2.0,1.0,54.0,1200.0,2,4500.0
Jalahalli,3.0,2.0,160.0,2250.0,3,7111.111111111111
Jalahalli,2.0,2.0,125.0,1694.0,2,7378.984651711924
Jalahalli,1.0,1.0,80.0,1400.0,2,5714.285714285715
Jalahalli,2.0,2.0,76.77,1045.0,2,7346.411483253589
Jalahalli,3.0,2.0,155.0,2113.0,3,7335.541883577851
Jalahalli,4.0,3.0,135.0,1932.0,3,6987.577639751553
Jalahalli,2.0,1.0,58.0,1045.0,2,5550.239234449761
Jalahalli,2.0,1.0,52.0,1020.0,2,5098.0392156862745
Jalahalli,4.0,2.0,165.0,2384.0,3,6921.140939597315
Jalahalli,2.0,1.0,49.5,790.0,2,6265.822784810127
Jalahalli,3.0,2.0,118.0,1569.0,3,7520.713830465264
Jalahalli,1.0,0.0,37.0,600.0,1,6166.666666666667
Jalahalli,1.0,1.0,46.0,615.0,1,7479.674796747968
Jalahalli,2.0,2.0,55.0,905.0,2,6077.348066298343
Jalahalli,2.0,0.0,70.0,1000.0,2,7000.0
Jalahalli,1.0,1.0,46.0,615.0,1,7479.674796747968
Jalahalli,2.0,3.0,102.0,1470.0,3,6938.775510204082
Jalahalli,2.0,2.0,88.0,1244.0,2,7073.954983922829
Jalahalli,2.0,1.0,98.49,1407.0,2,7000.0
Jalahalli,2.0,1.0,66.0,1200.0,1,5500.0
Jalahalli,2.0,1.0,76.77,1045.0,2,7346.411483253589
Jalahalli,3.0,2.0,160.0,2086.0,3,7670.182166826462
Jalahalli,2.0,2.0,68.0,1313.0,2,5178.979436405179
Jalahalli East,1.0,2.0,40.0,750.0,1,5333.333333333333
Jalahalli East,2.0,1.0,60.0,1260.0,3,4761.9047619047615
Jalahalli East,2.0,1.0,63.0,1300.0,3,4846.153846153846
Jalahalli East,1.0,0.0,34.1,775.0,1,4400.0
Jalahalli East,2.0,1.0,52.0,1010.0,2,5148.514851485149
Jalahalli East,2.0,1.0,52.0,1010.0,2,5148.514851485149
Jalahalli West,1.0,0.0,25.0,469.0,1,5330.490405117271
Jalahalli West,2.0,1.0,62.0,1250.0,2,4960.0
Jalahalli West,2.0,3.0,75.0,1355.0,2,5535.055350553505
Jalahalli West,2.0,1.0,36.0,745.0,2,4832.214765100671
Janatha Colony,2.0,2.0,57.6,1100.0,2,5236.363636363636
Jaya Mahal layout,3.0,3.0,175.0,1650.0,3,10606.060606060606
Jayamahal,3.0,1.0,220.0,1800.0,3,12222.222222222223
Jayamahal,2.0,1.0,70.0,1175.0,2,5957.446808510638
Jayamahal Extension,4.0,1.0,400.0,2250.0,4,17777.777777777777
Jayanagar,3.0,3.0,375.0,3095.0,3,12116.316639741519
Jayanagar,2.0,3.0,235.0,1875.0,3,12533.333333333334
Jayanagar,2.0,2.0,110.0,900.0,2,12222.222222222223
Jayanagar,2.0,2.0,110.0,1036.0,2,10617.760617760618
Jayanti Nagar,3.0,1.0,70.0,1200.0,2,5833.333333333333
Jeevan bima nagar,2.0,1.0,45.0,965.0,2,4663.21243523316
Jeevan bima nagar,3.0,3.0,120.0,1740.0,3,6896.551724137931
Jeevan bima nagar,2.0,2.0,125.0,984.0,2,12703.252032520326
Jigani,2.0,2.0,52.0,918.0,2,5664.488017429194
Jigani,2.0,2.0,48.0,918.0,2,5228.75816993464
Jigani,2.0,2.0,47.0,914.0,2,5142.231947483589
Jigani,2.0,2.0,55.0,927.0,2,5933.117583603021
Jigani,2.0,2.0,46.0,920.0,2,5000.0
Jigani,4.0,1.0,130.0,2400.0,3,5416.666666666667
Jigani,2.0,2.0,45.0,918.0,2,4901.9607843137255
Jigani,2.0,2.0,63.2,918.0,2,6884.531590413943
Jigani,2.0,2.0,43.0,933.0,2,4608.788853161844
Jigani,2.0,2.0,55.0,918.0,2,5991.285403050109
Jigani,3.0,2.0,149.0,2400.0,3,6208.333333333333
Jigani,2.0,1.0,44.0,937.0,2,4695.837780149413
Jigani,2.0,1.0,50.0,923.0,2,5417.118093174431
Jigani,3.0,3.0,72.0,1221.0,3,5896.805896805897
Jigani,2.0,1.0,49.0,918.0,2,5337.690631808279
Jigani,2.0,2.0,49.0,914.0,2,5361.050328227571
Jigani,2.0,2.0,50.0,918.0,2,5446.623093681917
Jigani,3.0,2.0,65.0,1200.0,3,5416.666666666667
Jigani,2.0,2.0,55.0,914.0,2,6017.505470459519
Jigani,3.0,3.0,75.0,1221.0,3,6142.506142506142
Jigani,3.0,3.0,70.0,1252.0,3,5591.054313099042
Jigani,2.0,2.0,39.0,939.0,2,4153.35463258786
Jigani,3.0,3.0,70.0,1221.0,3,5733.005733005733
Jigani,2.0,2.0,48.0,943.0,2,5090.1378579003185
Jigani,2.0,2.0,56.0,918.0,2,6100.217864923748
Jigani,2.0,2.0,49.5,943.0,2,5249.204665959703
Jinkethimmanahalli,2.0,0.0,85.0,1200.0,2,7083.333333333333
Jnana Ganga Nagar,2.0,1.0,95.0,1320.0,3,7196.969696969697
Jnanabharathi Layout,3.0,2.0,142.0,2400.0,4,5916.666666666667
Judicial Layout,3.0,1.0,64.0,1300.0,3,4923.076923076923
Judicial Layout,3.0,3.0,162.0,2070.0,3,7826.086956521739
Judicial Layout,3.0,2.0,155.0,1700.0,3,9117.64705882353
Judicial Layout,2.0,1.0,53.0,1100.0,3,4818.181818181818
Judicial Layout,2.0,1.0,49.61,1165.0,2,4258.369098712446
Judicial Layout,4.0,1.5843757375501535,700.0,5400.0,5,12962.962962962964
Judicial Layout,3.0,2.0,162.0,1500.0,4,10800.0
Judicial Layout,2.0,1.0,40.0,900.0,2,4444.444444444444
Judicial Layout,4.0,3.0,155.0,1989.0,3,7792.860734037205
"Judicial Layout, Kanakapura Road, ",3.0,2.0,64.0,1300.0,3,4923.076923076923
"Judicial Layout, Kanakapura Road, ",3.0,2.0,53.0,1100.0,3,4818.181818181818
KEB Colony,3.0,1.0,90.0,1500.0,3,6000.0
KR Garden,2.0,2.0,63.0,925.0,2,6810.810810810811
KR Garden,2.0,3.0,135.0,1200.0,2,11250.0
KR Garden,2.0,2.0,65.0,1050.0,2,6190.476190476191
KR Layout,1.0,1.0,40.0,950.0,1,4210.526315789473
KR Layout,2.0,2.0,41.0,1050.0,1,3904.7619047619046
KR Puram,2.0,0.0,56.8,1277.5,2,4446.183953033268
KR Puram,2.0,2.0,39.0,930.0,2,4193.548387096775
KR Puram,2.0,2.0,42.74,1155.0,2,3700.4329004329006
KR Puram,2.0,1.0,46.55,1225.0,2,3800.0
KR Puram,2.0,1.0,47.0,1100.0,2,4272.727272727273
KR Puram,2.0,0.0,71.0,1200.0,2,5916.666666666667
KR Puram,2.0,1.0,25.0,750.0,2,3333.3333333333335
KR Puram,2.0,1.0,43.0,1015.0,2,4236.453201970443
KR Puram,2.0,2.0,86.0,1470.0,2,5850.340136054422
KR Puram,1.0,1.0,28.0,714.0,1,3921.5686274509803
KR Puram,2.0,1.0,51.0,1142.0,2,4465.84938704028
KR Puram,2.0,2.0,33.45,1115.0,2,3000.0000000000005
KR Puram,2.0,1.0,48.0,1021.0,2,4701.273261508325
KR Puram,3.0,0.0,69.315,1559.0,3,4446.119307248236
KR Puram,2.0,1.0,40.5,1035.0,2,3913.0434782608695
KR Puram,2.0,1.0,71.0,1550.0,2,4580.645161290323
KR Puram,2.0,0.0,51.22,1192.5,2,4295.17819706499
KR Puram,2.0,1.0,46.0,1100.0,2,4181.818181818182
KR Puram,2.0,1.0,49.02,1290.0,2,3800.0
KR Puram,2.0,2.0,43.0,1100.0,2,3909.090909090909
KR Puram,2.0,1.0,40.0,950.0,2,4210.526315789473
KR Puram,2.0,1.0,72.0,1156.0,2,6228.3737024221455
KR Puram,2.0,0.0,60.0,1000.0,2,6000.0
KR Puram,2.0,2.0,30.0,1001.0,2,2997.002997002997
KR Puram,2.0,0.0,40.0,750.0,2,5333.333333333333
KR Puram,2.0,1.0,44.5,1000.0,2,4450.0
KR Puram,2.0,3.0,47.0,1200.0,2,3916.6666666666665
KR Puram,1.0,0.0,65.0,1200.0,2,5416.666666666667
KR Puram,2.0,2.0,67.0,1076.0,2,6226.7657992565055
KR Puram,2.0,1.0,43.32,1140.0,2,3800.0
KR Puram,6.0,2.0,175.0,4300.0,6,4069.767441860465
KR Puram,2.0,1.0,42.0,1200.0,2,3500.0
KR Puram,2.0,2.0,50.0,1040.0,2,4807.692307692308
KR Puram,2.0,1.0,22.0,734.0,2,2997.275204359673
KR Puram,2.0,2.0,36.0,1120.0,2,3214.285714285714
KR Puram,2.0,1.0,42.0,1150.0,2,3652.1739130434785
KR Puram,9.0,2.0,200.0,4600.0,9,4347.826086956522
KR Puram,2.0,2.0,55.0,1050.0,2,5238.0952380952385
KR Puram,2.0,2.0,30.0,1057.0,2,2838.2213812677387
KR Puram,2.0,1.0,46.5,1085.0,2,4285.714285714285
KR Puram,3.0,3.0,105.0,1700.0,3,6176.470588235294
KR Puram,2.0,1.0,72.0,1200.0,2,6000.0
KR Puram,4.0,1.0,246.0,3628.0,4,6780.595369349504
KR Puram,2.0,0.0,75.0,2000.0,2,3750.0
KR Puram,2.0,2.0,45.0,1100.0,2,4090.909090909091
KR Puram,2.0,2.0,40.0,1035.0,2,3864.7342995169083
KR Puram,2.0,1.0,45.0,1116.0,2,4032.2580645161293
KR Puram,2.0,2.0,69.0,1290.0,2,5348.837209302325
KR Puram,2.0,2.0,57.0,1300.0,3,4384.615384615385
KR Puram,2.0,0.0,36.38,866.28,2,4199.565960197628
KR Puram,2.0,1.0,43.0,1096.0,2,3923.3576642335765
KR Puram,2.0,2.0,58.0,1204.0,2,4817.275747508305
KR Puram,1.0,1.0,21.5,700.0,1,3071.4285714285716
KR Puram,2.0,1.0,45.79,1205.0,2,3800.0
KR Puram,3.0,2.0,97.0,1827.0,3,5309.250136836344
KR Puram,2.0,2.0,32.25,1075.0,2,3000.0
KR Puram,2.0,1.0,39.9,1100.0,2,3627.2727272727275
KR Puram,6.0,1.0,110.0,2800.0,7,3928.5714285714284
KR Puram,2.0,2.0,39.0,1020.0,2,3823.529411764706
KR Puram,2.0,0.0,75.0,1200.0,2,6250.0
KR Puram,2.0,1.0,60.0,1245.0,2,4819.277108433735
KSRTC Layout,2.0,3.0,62.5,1200.0,2,5208.333333333333
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,3.0,3.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,2.0,2.0,56.0,1464.0,2,3825.136612021858
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3,3825.136612021858
Kachanayakanahalli,2.0,1.0,35.0,861.0,2,4065.040650406504
Kachanayakanahalli,2.0,0.0,34.0,827.0,2,4111.24546553809
Kacharakanahalli,2.0,1.0,60.0,1256.0,2,4777.070063694267
Kacharakanahalli,3.0,3.0,98.0,1850.0,3,5297.2972972972975
Kacharakanahalli,3.0,3.0,69.0,1400.0,3,4928.571428571428
Kacharakanahalli,2.0,1.0,60.0,1256.0,2,4777.070063694267
Kada Agrahara,2.0,1.0,40.0,1115.0,2,3587.4439461883408
Kada Agrahara,2.0,2.0,35.0,935.0,2,3743.3155080213905
Kadubeesanahalli,3.0,3.0,70.0,1665.0,3,4204.204204204204
Kadubeesanahalli,3.0,1.0,115.0,1532.0,3,7506.527415143603
Kadubeesanahalli,2.0,2.0,66.0,1545.0,3,4271.844660194175
Kadubeesanahalli,2.0,2.0,75.0,1424.0,3,5266.853932584269
Kadubeesanahalli,2.0,2.0,93.0,1257.0,2,7398.568019093079
Kadubeesanahalli,3.0,1.0,80.0,1365.0,3,5860.805860805861
Kadubeesanahalli,2.0,1.0,105.0,1257.0,2,8353.221957040572
Kadubeesanahalli,2.0,1.0,55.0,1184.0,2,4645.27027027027
Kadubeesanahalli,2.0,3.0,55.0,1185.0,2,4641.350210970464
Kadubeesanahalli,2.0,1.0,78.0,1140.0,2,6842.105263157895
Kadugodi,3.0,3.0,91.45,1762.0,3,5190.124858115778
Kadugodi,2.0,2.0,58.0,1198.0,2,4841.402337228715
Kadugodi,4.0,3.0,127.0,1890.0,3,6719.576719576719
Kadugodi,4.0,0.0,210.0,3750.0,4,5600.0
Kadugodi,3.0,3.0,110.0,1762.0,3,6242.905788876277
Kadugodi,3.0,1.5843757375501535,108.0,1900.0,3,5684.210526315789
Kadugodi,2.0,3.0,68.2,1314.0,2,5190.258751902587
Kadugodi,2.0,2.0,82.0,1645.0,3,4984.802431610942
Kadugodi,2.0,1.0,45.0,1100.0,2,4090.909090909091
Kadugodi,2.0,2.0,78.0,1314.0,2,5936.07305936073
Kadugodi,3.0,3.0,112.0,1762.0,3,6356.413166855846
Kadugodi,2.0,3.0,83.0,1314.0,2,6316.590563165905
Kadugodi,1.0,0.0,40.7,925.0,1,4400.000000000001
Kadugodi,2.0,2.0,78.0,1351.0,3,5773.501110288675
Kadugodi,2.0,1.0,50.0,1010.0,2,4950.495049504951
Kadugodi,4.0,3.0,125.0,1890.0,3,6613.756613756614
Kadugodi,2.0,2.0,61.0,1152.0,2,5295.138888888889
Kadugodi,2.0,2.0,56.0,1394.0,2,4017.2166427546626
Kadugodi,3.0,3.0,112.0,1762.0,3,6356.413166855846
Kadugodi,4.0,3.0,125.0,1890.0,3,6613.756613756614
Kadugodi,2.0,2.0,44.0,1088.0,2,4044.1176470588234
Kadugodi,2.0,1.0,110.0,1875.0,3,5866.666666666667
Kadugodi,2.0,2.0,42.0,1150.0,2,3652.1739130434785
Kadugodi,3.0,3.0,109.0,1762.0,3,6186.152099886493
Kadugodi,2.0,3.0,80.0,1314.0,2,6088.2800608828
Kadugodi,2.0,3.0,60.0,1196.0,2,5016.722408026756
Kadugondanahalli,1.0,0.0,45.0,800.0,2,5625.0
Kaggadasapura,2.0,2.0,56.0,1280.0,3,4375.0
Kaggadasapura,2.0,2.0,52.0,1275.0,2,4078.4313725490197
Kaggadasapura,4.0,1.0,100.0,2150.0,4,4651.162790697675
Kaggadasapura,2.0,3.0,42.0,1150.0,2,3652.1739130434785
Kaggadasapura,2.0,3.0,53.0,1110.0,2,4774.774774774774
Kaggadasapura,2.0,2.0,48.0,1060.0,2,4528.301886792453
Kaggadasapura,2.0,2.0,42.0,1063.0,2,3951.081843838194
Kaggadasapura,2.0,2.0,75.0,1470.0,3,5102.040816326531
Kaggadasapura,2.0,2.0,48.0,1050.0,2,4571.428571428572
Kaggadasapura,2.0,2.0,42.0,1132.0,2,3710.2473498233217
Kaggadasapura,2.0,3.0,58.0,1100.0,2,5272.727272727273
Kaggadasapura,2.0,2.0,50.0,1325.0,2,3773.5849056603774
Kaggadasapura,2.0,2.0,53.0,1200.0,2,4416.666666666667
Kaggadasapura,2.0,2.0,45.5,1035.0,2,4396.135265700483
Kaggadasapura,1.0,0.0,50.0,1180.0,2,4237.28813559322
Kaggadasapura,2.0,2.0,46.0,1140.0,2,4035.0877192982457
Kaggadasapura,3.0,1.0,66.0,1340.0,3,4925.373134328358
Kaggadasapura,3.0,0.0,75.0,1500.0,3,5000.0
Kaggadasapura,2.0,3.0,43.0,1215.0,2,3539.0946502057614
Kaggadasapura,2.0,2.0,48.0,1225.0,2,3918.3673469387754
Kaggadasapura,3.0,1.5843757375501535,75.0,1540.0,3,4870.12987012987
Kaggadasapura,2.0,3.0,45.0,1240.0,2,3629.032258064516
Kaggadasapura,2.0,3.0,72.0,1560.0,3,4615.384615384615
Kaggadasapura,2.0,1.0,58.58,1240.0,2,4724.193548387097
Kaggadasapura,2.0,2.0,43.0,1000.0,2,4300.0
Kaggadasapura,2.0,2.0,48.0,1225.0,2,3918.3673469387754
Kaggadasapura,2.0,1.0,45.0,960.0,2,4687.5
Kaggadasapura,2.0,2.0,29.5,775.0,2,3806.451612903226
Kaggadasapura,3.0,3.0,75.0,1455.0,3,5154.639175257732
Kaggadasapura,2.0,2.0,55.0,1045.0,2,5263.1578947368425
Kaggadasapura,3.0,3.0,70.0,1654.0,3,4232.1644498186215
Kaggadasapura,2.0,3.0,40.0,1106.0,2,3616.6365280289333
Kaggadasapura,2.0,2.0,70.0,1485.0,3,4713.804713804714
Kaggadasapura,2.0,2.0,50.0,1175.0,2,4255.31914893617
Kaggadasapura,2.0,1.0,39.5,1105.0,2,3574.660633484163
Kaggadasapura,2.0,2.0,75.0,1500.0,3,5000.0
Kaggadasapura,2.0,2.0,68.0,1400.0,3,4857.142857142857
Kaggadasapura,2.0,2.0,45.0,1150.0,2,3913.0434782608695
Kaggalipura,1.0,0.0,38.0,700.0,1,5428.571428571428
Kaggalipura,1.0,0.0,36.0,700.0,1,5142.857142857143
Kaggalipura,2.0,1.0,48.0,950.0,2,5052.631578947368
Kaggalipura,2.0,1.0,60.0,1000.0,2,6000.0
Kaggalipura,2.0,1.0,50.0,950.0,2,5263.1578947368425
Kaggalipura,2.0,1.0,47.0,950.0,2,4947.368421052632
Kaggalipura,2.0,1.0,62.0,1150.0,3,5391.304347826087
Kaggalipura,1.0,0.0,35.0,700.0,1,5000.0
Kaggalipura,2.0,1.0,45.0,950.0,2,4736.8421052631575
Kaggalipura,2.0,1.0,60.0,950.0,2,6315.789473684211
Kaikondrahalli,3.0,2.0,100.0,1645.0,3,6079.0273556231
Kaikondrahalli,2.0,2.0,50.0,1115.0,2,4484.304932735426
Kaikondrahalli,3.0,2.0,56.0,1220.0,3,4590.163934426229
Kaikondrahalli,2.0,2.0,61.0,1300.0,2,4692.307692307692
Kaikondrahalli,4.0,1.5843757375501535,108.0,1700.0,4,6352.941176470588
Kaikondrahalli,3.0,3.0,92.0,1342.0,3,6855.439642324888
Kaikondrahalli,3.0,3.0,105.0,1605.0,3,6542.056074766355
Kaikondrahalli,2.0,2.0,81.5,1253.0,2,6504.38946528332
Kaikondrahalli,2.0,0.0,64.0,991.0,2,6458.123107971745
Kaikondrahalli,2.0,1.0,78.0,1250.0,2,6240.0
Kaikondrahalli,6.0,3.0,225.0,3381.0,6,6654.835847382431
Kalena Agrahara,2.0,2.0,50.0,1200.0,2,4166.666666666667
Kalena Agrahara,3.0,2.0,120.0,1804.0,3,6651.884700665189
Kalena Agrahara,2.0,1.0,70.0,1425.0,3,4912.2807017543855
Kalena Agrahara,2.0,2.0,76.0,1325.0,2,5735.8490566037735
Kalena Agrahara,2.0,3.0,85.0,1450.0,3,5862.068965517241
Kalena Agrahara,2.0,1.0,40.0,980.0,2,4081.6326530612246
Kalena Agrahara,2.0,3.0,52.0,1187.0,2,4380.791912384162
Kalena Agrahara,2.0,2.0,30.0,800.0,2,3750.0
Kalena Agrahara,3.0,2.0,78.0,1565.0,3,4984.025559105431
Kalena Agrahara,1.0,1.0,39.0,610.0,1,6393.44262295082
Kalena Agrahara,2.0,2.0,45.0,1040.0,2,4326.923076923077
Kalena Agrahara,3.0,3.0,100.0,1450.0,3,6896.551724137931
Kalena Agrahara,2.0,2.0,45.0,1200.0,2,3750.0
Kalena Agrahara,3.0,2.0,89.0,1902.0,3,4679.2849631966355
Kalena Agrahara,2.0,1.0,40.0,800.0,2,5000.0
Kalena Agrahara,2.0,3.0,48.0,1222.0,2,3927.986906710311
